ctry_cd,country,item_cd,item,origin,population,Protein supply (kg/ctry/y)
1,Armenia,2511,Wheat and products,vegetal,2977000,33163184.599999998
1,Armenia,2513,Barley and products,vegetal,2977000,0.0
1,Armenia,2514,Maize and products,vegetal,2977000,10866.05
1,Armenia,2515,Rye and products,vegetal,2977000,21732.1
1,Armenia,2516,Oats,vegetal,2977000,97794.45
1,Armenia,2520,"Cereals, Other",vegetal,2977000,423775.95
1,Armenia,2531,Potatoes and products,vegetal,2977000,2108013.6999999997
1,Armenia,2549,"Pulses, Other and products",vegetal,2977000,0.0
1,Armenia,2551,Nuts and products,vegetal,2977000,456374.1
1,Armenia,2556,Groundnuts (Shelled Eq),vegetal,2977000,315115.44999999995
1,Armenia,2558,Rape and Mustardseed,vegetal,2977000,0.0
1,Armenia,2560,Coconuts - Incl Copra,vegetal,2977000,0.0
1,Armenia,2561,Sesame seed,vegetal,2977000,0.0
1,Armenia,2563,Olives (including preserved),vegetal,2977000,32598.149999999998
1,Armenia,2573,Sunflowerseed Oil,vegetal,2977000,43464.2
1,Armenia,2586,"Oilcrops Oil, Other",vegetal,2977000,0.0
1,Armenia,2601,Tomatoes and products,vegetal,2977000,2108013.6999999997
1,Armenia,2602,Onions,vegetal,2977000,575900.65
1,Armenia,2605,"Vegetables, Other",vegetal,2977000,7236789.3
1,Armenia,2611,"Oranges, Mandarines",vegetal,2977000,76062.35
1,Armenia,2612,"Lemons, Limes and products",vegetal,2977000,10866.05
1,Armenia,2613,Grapefruit and products,vegetal,2977000,0.0
1,Armenia,2614,"Citrus, Other",vegetal,2977000,10866.05
1,Armenia,2615,Bananas,vegetal,2977000,10866.05
1,Armenia,2616,Plantains,vegetal,2977000,65196.299999999996
1,Armenia,2617,Apples and products,vegetal,2977000,86928.4
1,Armenia,2618,Pineapples and products,vegetal,2977000,0.0
1,Armenia,2619,Dates,vegetal,2977000,10866.05
1,Armenia,2620,Grapes and products (excl wine),vegetal,2977000,206454.94999999998
1,Armenia,2625,"Fruits, Other",vegetal,2977000,1532113.05
1,Armenia,2630,Coffee and products,vegetal,2977000,706293.25
1,Armenia,2633,Cocoa Beans and products,vegetal,2977000,488972.25
1,Armenia,2635,Tea (including mate),vegetal,2977000,32598.149999999998
1,Armenia,2640,Pepper,vegetal,2977000,10866.05
1,Armenia,2641,Pimento,vegetal,2977000,10866.05
1,Armenia,2645,"Spices, Other",vegetal,2977000,10866.05
1,Armenia,2656,Beer,vegetal,2977000,97794.45
1,Armenia,2680,Infant food,vegetal,2977000,76062.35
1,Armenia,2731,Bovine Meat,animal,2977000,8660241.85
1,Armenia,2732,Mutton & Goat Meat,animal,2977000,1216997.6
1,Armenia,2733,Pigmeat,animal,2977000,2749110.6499999994
1,Armenia,2734,Poultry Meat,animal,2977000,4900588.55
1,Armenia,2735,"Meat, Other",animal,2977000,0.0
1,Armenia,2736,"Offals, Edible",animal,2977000,2444861.25
1,Armenia,2737,"Fats, Animals, Raw",animal,2977000,239053.1
1,Armenia,2740,"Butter, Ghee",animal,2977000,43464.2
1,Armenia,2743,Cream,animal,2977000,0.0
1,Armenia,2744,Eggs,animal,2977000,3727055.15
1,Armenia,2745,Honey,vegetal,2977000,10866.05
1,Armenia,2761,Freshwater Fish,animal,2977000,1064872.9
1,Armenia,2762,Demersal Fish,animal,2977000,32598.149999999998
1,Armenia,2763,Pelagic Fish,animal,2977000,271651.25
1,Armenia,2764,"Marine Fish, Other",animal,2977000,54330.25
1,Armenia,2765,Crustaceans,animal,2977000,0.0
1,Armenia,2766,Cephalopods,animal,2977000,0.0
1,Armenia,2767,"Molluscs, Other",animal,2977000,0.0
1,Armenia,2769,"Aquatic Animals, Others",animal,2977000,0.0
1,Armenia,2775,Aquatic Plants,animal,2977000,0.0
1,Armenia,2781,"Fish, Body Oil",animal,2977000,0.0
1,Armenia,2782,"Fish, Liver Oil",animal,2977000,0.0
1,Armenia,2805,Rice (Milled Equivalent),vegetal,2977000,717159.2999999999
1,Armenia,2848,Milk - Excluding Butter,animal,2977000,21579975.3
1,Armenia,2899,Miscellaneous,vegetal,2977000,108660.5
2,Afghanistan,2511,Wheat and products,vegetal,30552000,411601126.8
2,Afghanistan,2513,Barley and products,vegetal,30552000,8809669.2
2,Afghanistan,2514,Maize and products,vegetal,30552000,6244828.8
2,Afghanistan,2517,Millet and products,vegetal,30552000,892118.4
2,Afghanistan,2520,"Cereals, Other",vegetal,30552000,0.0
2,Afghanistan,2531,Potatoes and products,vegetal,30552000,2787870.0
2,Afghanistan,2549,"Pulses, Other and products",vegetal,30552000,17396308.8
2,Afghanistan,2551,Nuts and products,vegetal,30552000,4237562.399999999
2,Afghanistan,2560,Coconuts - Incl Copra,vegetal,30552000,0.0
2,Afghanistan,2561,Sesame seed,vegetal,30552000,3010899.6
2,Afghanistan,2563,Olives (including preserved),vegetal,30552000,0.0
2,Afghanistan,2586,"Oilcrops Oil, Other",vegetal,30552000,0.0
2,Afghanistan,2601,Tomatoes and products,vegetal,30552000,0.0
2,Afghanistan,2605,"Vegetables, Other",vegetal,30552000,9478758.0
2,Afghanistan,2611,"Oranges, Mandarines",vegetal,30552000,780603.6
2,Afghanistan,2614,"Citrus, Other",vegetal,30552000,223029.6
2,Afghanistan,2615,Bananas,vegetal,30552000,557574.0
2,Afghanistan,2617,Apples and products,vegetal,30552000,223029.6
2,Afghanistan,2619,Dates,vegetal,30552000,0.0
2,Afghanistan,2620,Grapes and products (excl wine),vegetal,30552000,3010899.6
2,Afghanistan,2625,"Fruits, Other",vegetal,30552000,1561207.2
2,Afghanistan,2630,Coffee and products,vegetal,30552000,0.0
2,Afghanistan,2633,Cocoa Beans and products,vegetal,30552000,111514.8
2,Afghanistan,2635,Tea (including mate),vegetal,30552000,10705420.799999999
2,Afghanistan,2640,Pepper,vegetal,30552000,0.0
2,Afghanistan,2645,"Spices, Other",vegetal,30552000,1226662.8
2,Afghanistan,2656,Beer,vegetal,30552000,0.0
2,Afghanistan,2680,Infant food,vegetal,30552000,334544.39999999997
2,Afghanistan,2731,Bovine Meat,animal,30552000,21076297.2
2,Afghanistan,2732,Mutton & Goat Meat,animal,30552000,21299326.8
2,Afghanistan,2734,Poultry Meat,animal,30552000,9701787.6
2,Afghanistan,2735,"Meat, Other",animal,30552000,1895751.5999999999
2,Afghanistan,2736,"Offals, Edible",animal,30552000,8586639.6
2,Afghanistan,2737,"Fats, Animals, Raw",animal,30552000,111514.8
2,Afghanistan,2740,"Butter, Ghee",animal,30552000,334544.39999999997
2,Afghanistan,2743,Cream,animal,30552000,446059.2
2,Afghanistan,2744,Eggs,animal,30552000,4237562.399999999
2,Afghanistan,2745,Honey,vegetal,30552000,0.0
2,Afghanistan,2761,Freshwater Fish,animal,30552000,223029.6
2,Afghanistan,2805,Rice (Milled Equivalent),vegetal,30552000,30108996.0
2,Afghanistan,2848,Milk - Excluding Butter,animal,30552000,68247057.6
2,Afghanistan,2899,Miscellaneous,vegetal,30552000,223029.6
3,Albania,2511,Wheat and products,vegetal,3173000,38959997.8
3,Albania,2513,Barley and products,vegetal,3173000,34744.35
3,Albania,2514,Maize and products,vegetal,3173000,359024.95
3,Albania,2515,Rye and products,vegetal,3173000,150558.85
3,Albania,2516,Oats,vegetal,3173000,34744.35
3,Albania,2520,"Cereals, Other",vegetal,3173000,11581.449999999999
3,Albania,2531,Potatoes and products,vegetal,3173000,2188894.05
3,Albania,2533,Sweet potatoes,vegetal,3173000,11581.449999999999
3,Albania,2546,Beans,vegetal,3173000,3381783.4
3,Albania,2547,Peas,vegetal,3173000,0.0
3,Albania,2549,"Pulses, Other and products",vegetal,3173000,254791.9
3,Albania,2551,Nuts and products,vegetal,3173000,706468.45
3,Albania,2556,Groundnuts (Shelled Eq),vegetal,3173000,127395.95
3,Albania,2558,Rape and Mustardseed,vegetal,3173000,0.0
3,Albania,2560,Coconuts - Incl Copra,vegetal,3173000,0.0
3,Albania,2563,Olives (including preserved),vegetal,3173000,799120.0499999999
3,Albania,2573,Sunflowerseed Oil,vegetal,3173000,0.0
3,Albania,2577,Palm Oil,vegetal,3173000,0.0
3,Albania,2586,"Oilcrops Oil, Other",vegetal,3173000,23162.899999999998
3,Albania,2601,Tomatoes and products,vegetal,3173000,1540332.8499999999
3,Albania,2602,Onions,vegetal,3173000,1030749.0499999999
3,Albania,2605,"Vegetables, Other",vegetal,3173000,4713650.149999999
3,Albania,2611,"Oranges, Mandarines",vegetal,3173000,243210.44999999998
3,Albania,2612,"Lemons, Limes and products",vegetal,3173000,34744.35
3,Albania,2613,Grapefruit and products,vegetal,3173000,0.0
3,Albania,2614,"Citrus, Other",vegetal,3173000,0.0
3,Albania,2615,Bananas,vegetal,3173000,138977.4
3,Albania,2617,Apples and products,vegetal,3173000,231629.0
3,Albania,2619,Dates,vegetal,3173000,185303.19999999998
3,Albania,2620,Grapes and products (excl wine),vegetal,3173000,1065493.4
3,Albania,2625,"Fruits, Other",vegetal,3173000,1065493.4
3,Albania,2630,Coffee and products,vegetal,3173000,486420.89999999997
3,Albania,2633,Cocoa Beans and products,vegetal,3173000,185303.19999999998
3,Albania,2635,Tea (including mate),vegetal,3173000,11581.449999999999
3,Albania,2640,Pepper,vegetal,3173000,0.0
3,Albania,2641,Pimento,vegetal,3173000,0.0
3,Albania,2645,"Spices, Other",vegetal,3173000,11581.449999999999
3,Albania,2656,Beer,vegetal,3173000,428513.64999999997
3,Albania,2680,Infant food,vegetal,3173000,46325.799999999996
3,Albania,2731,Bovine Meat,animal,3173000,10840237.2
3,Albania,2732,Mutton & Goat Meat,animal,3173000,6555100.7
3,Albania,2733,Pigmeat,animal,3173000,3161735.85
3,Albania,2734,Poultry Meat,animal,3173000,5721236.300000001
3,Albania,2735,"Meat, Other",animal,3173000,23162.899999999998
3,Albania,2736,"Offals, Edible",animal,3173000,1853032.0
3,Albania,2737,"Fats, Animals, Raw",animal,3173000,115814.5
3,Albania,2740,"Butter, Ghee",animal,3173000,34744.35
3,Albania,2743,Cream,animal,3173000,0.0
3,Albania,2744,Eggs,animal,3173000,4227229.25
3,Albania,2745,Honey,vegetal,3173000,11581.449999999999
3,Albania,2761,Freshwater Fish,animal,3173000,254791.9
3,Albania,2762,Demersal Fish,animal,3173000,254791.9
3,Albania,2763,Pelagic Fish,animal,3173000,544328.15
3,Albania,2764,"Marine Fish, Other",animal,3173000,220047.55
3,Albania,2765,Crustaceans,animal,3173000,104233.05
3,Albania,2766,Cephalopods,animal,3173000,173721.75
3,Albania,2767,"Molluscs, Other",animal,3173000,23162.899999999998
3,Albania,2769,"Aquatic Animals, Others",animal,3173000,0.0
3,Albania,2775,Aquatic Plants,animal,3173000,0.0
3,Albania,2781,"Fish, Body Oil",animal,3173000,0.0
3,Albania,2782,"Fish, Liver Oil",animal,3173000,0.0
3,Albania,2805,Rice (Milled Equivalent),vegetal,3173000,1551914.3
3,Albania,2848,Milk - Excluding Butter,animal,3173000,34698024.199999996
3,Albania,2899,Miscellaneous,vegetal,3173000,150558.85
4,Algeria,2511,Wheat and products,vegetal,39208000,614940232.4
4,Algeria,2513,Barley and products,vegetal,39208000,36922173.6
4,Algeria,2514,Maize and products,vegetal,39208000,45508725.6
4,Algeria,2515,Rye and products,vegetal,39208000,0.0
4,Algeria,2516,Oats,vegetal,39208000,0.0
4,Algeria,2518,Sorghum and products,vegetal,39208000,286218.39999999997
4,Algeria,2520,"Cereals, Other",vegetal,39208000,143109.19999999998
4,Algeria,2531,Potatoes and products,vegetal,39208000,38067047.199999996
4,Algeria,2534,"Roots, Other",vegetal,39208000,0.0
4,Algeria,2546,Beans,vegetal,39208000,13166046.4
4,Algeria,2547,Peas,vegetal,39208000,4007057.6000000006
4,Algeria,2549,"Pulses, Other and products",vegetal,39208000,55097042.0
4,Algeria,2551,Nuts and products,vegetal,39208000,6153695.6
4,Algeria,2555,Soyabeans,vegetal,39208000,0.0
4,Algeria,2556,Groundnuts (Shelled Eq),vegetal,39208000,3005293.1999999997
4,Algeria,2558,Rape and Mustardseed,vegetal,39208000,0.0
4,Algeria,2560,Coconuts - Incl Copra,vegetal,39208000,0.0
4,Algeria,2561,Sesame seed,vegetal,39208000,858655.2
4,Algeria,2563,Olives (including preserved),vegetal,39208000,2146638.0
4,Algeria,2574,Rape and Mustard Oil,vegetal,39208000,143109.19999999998
4,Algeria,2586,"Oilcrops Oil, Other",vegetal,39208000,572436.7999999999
4,Algeria,2601,Tomatoes and products,vegetal,39208000,11305626.799999999
4,Algeria,2602,Onions,vegetal,39208000,14024701.6
4,Algeria,2605,"Vegetables, Other",vegetal,39208000,49086455.6
4,Algeria,2611,"Oranges, Mandarines",vegetal,39208000,4722603.6
4,Algeria,2612,"Lemons, Limes and products",vegetal,39208000,286218.39999999997
4,Algeria,2613,Grapefruit and products,vegetal,39208000,0.0
4,Algeria,2614,"Citrus, Other",vegetal,39208000,0.0
4,Algeria,2615,Bananas,vegetal,39208000,2432856.4000000004
4,Algeria,2616,Plantains,vegetal,39208000,0.0
4,Algeria,2617,Apples and products,vegetal,39208000,1144873.5999999999
4,Algeria,2618,Pineapples and products,vegetal,39208000,0.0
4,Algeria,2619,Dates,vegetal,39208000,12021172.799999999
4,Algeria,2620,Grapes and products (excl wine),vegetal,39208000,3148402.4
4,Algeria,2625,"Fruits, Other",vegetal,39208000,8157224.3999999985
4,Algeria,2630,Coffee and products,vegetal,39208000,8586552.0
4,Algeria,2633,Cocoa Beans and products,vegetal,39208000,3148402.4
4,Algeria,2635,Tea (including mate),vegetal,39208000,1287982.8
4,Algeria,2640,Pepper,vegetal,39208000,429327.6
4,Algeria,2641,Pimento,vegetal,39208000,2575965.6
4,Algeria,2642,Cloves,vegetal,39208000,0.0
4,Algeria,2645,"Spices, Other",vegetal,39208000,1287982.8
4,Algeria,2656,Beer,vegetal,39208000,1001764.4000000001
4,Algeria,2680,Infant food,vegetal,39208000,3291511.6
4,Algeria,2731,Bovine Meat,animal,39208000,32199570.0
4,Algeria,2732,Mutton & Goat Meat,animal,39208000,40213685.199999996
4,Algeria,2733,Pigmeat,animal,39208000,0.0
4,Algeria,2734,Poultry Meat,animal,39208000,32628897.599999994
4,Algeria,2735,"Meat, Other",animal,39208000,2146638.0
4,Algeria,2736,"Offals, Edible",animal,39208000,9015879.6
4,Algeria,2737,"Fats, Animals, Raw",animal,39208000,0.0
4,Algeria,2740,"Butter, Ghee",animal,39208000,143109.19999999998
4,Algeria,2744,Eggs,animal,39208000,32915116.0
4,Algeria,2745,Honey,vegetal,39208000,0.0
4,Algeria,2761,Freshwater Fish,animal,39208000,1144873.5999999999
4,Algeria,2762,Demersal Fish,animal,39208000,1287982.8
4,Algeria,2763,Pelagic Fish,animal,39208000,12450500.4
4,Algeria,2764,"Marine Fish, Other",animal,39208000,1717310.4
4,Algeria,2765,Crustaceans,animal,39208000,429327.6
4,Algeria,2766,Cephalopods,animal,39208000,286218.39999999997
4,Algeria,2767,"Molluscs, Other",animal,39208000,0.0
4,Algeria,2769,"Aquatic Animals, Others",animal,39208000,0.0
4,Algeria,2775,Aquatic Plants,animal,39208000,0.0
4,Algeria,2781,"Fish, Body Oil",animal,39208000,0.0
4,Algeria,2782,"Fish, Liver Oil",animal,39208000,0.0
4,Algeria,2805,Rice (Milled Equivalent),vegetal,39208000,8157224.3999999985
4,Algeria,2848,Milk - Excluding Butter,animal,39208000,190907672.79999998
4,Algeria,2899,Miscellaneous,vegetal,39208000,858655.2
7,Angola,2511,Wheat and products,vegetal,21472000,67949217.6
7,Angola,2513,Barley and products,vegetal,21472000,0.0
7,Angola,2514,Maize and products,vegetal,21472000,69751792.0
7,Angola,2516,Oats,vegetal,21472000,0.0
7,Angola,2517,Millet and products,vegetal,21472000,1410710.4
7,Angola,2518,Sorghum and products,vegetal,21472000,0.0
7,Angola,2531,Potatoes and products,vegetal,21472000,6583315.2
7,Angola,2532,Cassava and products,vegetal,21472000,36991961.6
7,Angola,2533,Sweet potatoes,vegetal,21472000,13715240.0
7,Angola,2546,Beans,vegetal,21472000,40988974.400000006
7,Angola,2551,Nuts and products,vegetal,21472000,78372.8
7,Angola,2555,Soyabeans,vegetal,21472000,4232131.2
7,Angola,2556,Groundnuts (Shelled Eq),vegetal,21472000,10815446.399999999
7,Angola,2560,Coconuts - Incl Copra,vegetal,21472000,78372.8
7,Angola,2561,Sesame seed,vegetal,21472000,470236.8
7,Angola,2586,"Oilcrops Oil, Other",vegetal,21472000,78372.8
7,Angola,2601,Tomatoes and products,vegetal,21472000,1175592.0
7,Angola,2602,Onions,vegetal,21472000,78372.8
7,Angola,2605,"Vegetables, Other",vegetal,21472000,15125950.4
7,Angola,2611,"Oranges, Mandarines",vegetal,21472000,78372.8
7,Angola,2614,"Citrus, Other",vegetal,21472000,1097219.2000000002
7,Angola,2615,Bananas,vegetal,21472000,10737073.600000001
7,Angola,2617,Apples and products,vegetal,21472000,78372.8
7,Angola,2618,Pineapples and products,vegetal,21472000,1175592.0
7,Angola,2620,Grapes and products (excl wine),vegetal,21472000,0.0
7,Angola,2625,"Fruits, Other",vegetal,21472000,235118.4
7,Angola,2630,Coffee and products,vegetal,21472000,862100.7999999999
7,Angola,2633,Cocoa Beans and products,vegetal,21472000,235118.4
7,Angola,2635,Tea (including mate),vegetal,21472000,78372.8
7,Angola,2640,Pepper,vegetal,21472000,0.0
7,Angola,2641,Pimento,vegetal,21472000,0.0
7,Angola,2645,"Spices, Other",vegetal,21472000,78372.8
7,Angola,2656,Beer,vegetal,21472000,6034705.6
7,Angola,2657,"Beverages, Fermented",vegetal,21472000,626982.4
7,Angola,2680,Infant food,vegetal,21472000,862100.7999999999
7,Angola,2731,Bovine Meat,animal,21472000,27273734.4
7,Angola,2732,Mutton & Goat Meat,animal,21472000,3448403.1999999997
7,Angola,2733,Pigmeat,animal,21472000,19358081.6
7,Angola,2734,Poultry Meat,animal,21472000,45769715.199999996
7,Angola,2735,"Meat, Other",animal,21472000,1645828.8
7,Angola,2736,"Offals, Edible",animal,21472000,4388876.800000001
7,Angola,2737,"Fats, Animals, Raw",animal,21472000,78372.8
7,Angola,2740,"Butter, Ghee",animal,21472000,0.0
7,Angola,2744,Eggs,animal,21472000,2586302.4
7,Angola,2745,Honey,vegetal,21472000,78372.8
7,Angola,2761,Freshwater Fish,animal,21472000,2116065.6
7,Angola,2762,Demersal Fish,animal,21472000,11285683.2
7,Angola,2763,Pelagic Fish,animal,21472000,15204323.2
7,Angola,2764,"Marine Fish, Other",animal,21472000,2586302.4
7,Angola,2765,Crustaceans,animal,21472000,78372.8
7,Angola,2766,Cephalopods,animal,21472000,156745.6
7,Angola,2767,"Molluscs, Other",animal,21472000,0.0
7,Angola,2769,"Aquatic Animals, Others",animal,21472000,0.0
7,Angola,2775,Aquatic Plants,animal,21472000,0.0
7,Angola,2781,"Fish, Body Oil",animal,21472000,0.0
7,Angola,2805,Rice (Milled Equivalent),vegetal,21472000,12226156.799999999
7,Angola,2848,Milk - Excluding Butter,animal,21472000,8229144.0
7,Angola,2899,Miscellaneous,vegetal,21472000,626982.4
8,Antigua and Barbuda,2511,Wheat and products,vegetal,90000,443146.5
8,Antigua and Barbuda,2514,Maize and products,vegetal,90000,16096.5
8,Antigua and Barbuda,2516,Oats,vegetal,90000,21024.0
8,Antigua and Barbuda,2520,"Cereals, Other",vegetal,90000,4927.5
8,Antigua and Barbuda,2531,Potatoes and products,vegetal,90000,19053.0
8,Antigua and Barbuda,2532,Cassava and products,vegetal,90000,985.5
8,Antigua and Barbuda,2533,Sweet potatoes,vegetal,90000,2956.5
8,Antigua and Barbuda,2534,"Roots, Other",vegetal,90000,2956.5
8,Antigua and Barbuda,2535,Yams,vegetal,90000,1971.0
8,Antigua and Barbuda,2546,Beans,vegetal,90000,28908.0
8,Antigua and Barbuda,2547,Peas,vegetal,90000,13140.0
8,Antigua and Barbuda,2549,"Pulses, Other and products",vegetal,90000,18067.500000000004
8,Antigua and Barbuda,2551,Nuts and products,vegetal,90000,3942.0
8,Antigua and Barbuda,2555,Soyabeans,vegetal,90000,985.5
8,Antigua and Barbuda,2556,Groundnuts (Shelled Eq),vegetal,90000,21024.0
8,Antigua and Barbuda,2558,Rape and Mustardseed,vegetal,90000,0.0
8,Antigua and Barbuda,2560,Coconuts - Incl Copra,vegetal,90000,985.5
8,Antigua and Barbuda,2570,"Oilcrops, Other",vegetal,90000,985.5
8,Antigua and Barbuda,2586,"Oilcrops Oil, Other",vegetal,90000,2956.5
8,Antigua and Barbuda,2601,Tomatoes and products,vegetal,90000,9855.0
8,Antigua and Barbuda,2602,Onions,vegetal,90000,6898.5
8,Antigua and Barbuda,2605,"Vegetables, Other",vegetal,90000,64057.5
8,Antigua and Barbuda,2611,"Oranges, Mandarines",vegetal,90000,3942.0
8,Antigua and Barbuda,2612,"Lemons, Limes and products",vegetal,90000,1971.0
8,Antigua and Barbuda,2615,Bananas,vegetal,90000,6898.5
8,Antigua and Barbuda,2616,Plantains,vegetal,90000,1971.0
8,Antigua and Barbuda,2618,Pineapples and products,vegetal,90000,1971.0
8,Antigua and Barbuda,2620,Grapes and products (excl wine),vegetal,90000,2956.5
8,Antigua and Barbuda,2625,"Fruits, Other",vegetal,90000,41062.5
8,Antigua and Barbuda,2630,Coffee and products,vegetal,90000,5913.0
8,Antigua and Barbuda,2633,Cocoa Beans and products,vegetal,90000,6898.5
8,Antigua and Barbuda,2635,Tea (including mate),vegetal,90000,7884.0
8,Antigua and Barbuda,2640,Pepper,vegetal,90000,3942.0
8,Antigua and Barbuda,2645,"Spices, Other",vegetal,90000,8869.5
8,Antigua and Barbuda,2656,Beer,vegetal,90000,4927.5
8,Antigua and Barbuda,2680,Infant food,vegetal,90000,7884.0
8,Antigua and Barbuda,2731,Bovine Meat,animal,90000,185931.0
8,Antigua and Barbuda,2732,Mutton & Goat Meat,animal,90000,20038.5
8,Antigua and Barbuda,2733,Pigmeat,animal,90000,110047.5
8,Antigua and Barbuda,2734,Poultry Meat,animal,90000,624150.0
8,Antigua and Barbuda,2735,"Meat, Other",animal,90000,15111.0
8,Antigua and Barbuda,2736,"Offals, Edible",animal,90000,45004.50000000001
8,Antigua and Barbuda,2737,"Fats, Animals, Raw",animal,90000,985.5
8,Antigua and Barbuda,2740,"Butter, Ghee",animal,90000,985.5
8,Antigua and Barbuda,2743,Cream,animal,90000,2956.5
8,Antigua and Barbuda,2744,Eggs,animal,90000,39091.5
8,Antigua and Barbuda,2761,Freshwater Fish,animal,90000,7555.5
8,Antigua and Barbuda,2762,Demersal Fish,animal,90000,65371.5
8,Antigua and Barbuda,2763,Pelagic Fish,animal,90000,89352.00000000001
8,Antigua and Barbuda,2764,"Marine Fish, Other",animal,90000,189216.0
8,Antigua and Barbuda,2765,Crustaceans,animal,90000,47304.0
8,Antigua and Barbuda,2766,Cephalopods,animal,90000,3942.0
8,Antigua and Barbuda,2767,"Molluscs, Other",animal,90000,22666.499999999996
8,Antigua and Barbuda,2775,Aquatic Plants,animal,90000,0.0
8,Antigua and Barbuda,2781,"Fish, Body Oil",animal,90000,0.0
8,Antigua and Barbuda,2782,"Fish, Liver Oil",animal,90000,0.0
8,Antigua and Barbuda,2805,Rice (Milled Equivalent),vegetal,90000,74897.99999999999
8,Antigua and Barbuda,2848,Milk - Excluding Butter,animal,90000,397156.5
8,Antigua and Barbuda,2899,Miscellaneous,vegetal,90000,8869.5
9,Argentina,2511,Wheat and products,vegetal,41446000,353536452.3
9,Argentina,2513,Barley and products,vegetal,41446000,0.0
9,Argentina,2514,Maize and products,vegetal,41446000,29650468.4
9,Argentina,2515,Rye and products,vegetal,41446000,0.0
9,Argentina,2516,Oats,vegetal,41446000,2269168.5
9,Argentina,2520,"Cereals, Other",vegetal,41446000,1361501.0999999999
9,Argentina,2531,Potatoes and products,vegetal,41446000,32222192.7
9,Argentina,2532,Cassava and products,vegetal,41446000,453833.7
9,Argentina,2533,Sweet potatoes,vegetal,41446000,3781947.5
9,Argentina,2543,"Sweeteners, Other",vegetal,41446000,151277.9
9,Argentina,2546,Beans,vegetal,41446000,1966612.7
9,Argentina,2547,Peas,vegetal,41446000,1512779.0
9,Argentina,2549,"Pulses, Other and products",vegetal,41446000,4387059.1
9,Argentina,2551,Nuts and products,vegetal,41446000,1210223.2
9,Argentina,2555,Soyabeans,vegetal,41446000,0.0
9,Argentina,2556,Groundnuts (Shelled Eq),vegetal,41446000,605111.6
9,Argentina,2560,Coconuts - Incl Copra,vegetal,41446000,151277.9
9,Argentina,2561,Sesame seed,vegetal,41446000,151277.9
9,Argentina,2563,Olives (including preserved),vegetal,41446000,0.0
9,Argentina,2570,"Oilcrops, Other",vegetal,41446000,0.0
9,Argentina,2571,Soyabean Oil,vegetal,41446000,0.0
9,Argentina,2573,Sunflowerseed Oil,vegetal,41446000,0.0
9,Argentina,2601,Tomatoes and products,vegetal,41446000,5748560.2
9,Argentina,2602,Onions,vegetal,41446000,6353671.8
9,Argentina,2605,"Vegetables, Other",vegetal,41446000,19514849.099999998
9,Argentina,2611,"Oranges, Mandarines",vegetal,41446000,4084503.3
9,Argentina,2612,"Lemons, Limes and products",vegetal,41446000,453833.7
9,Argentina,2613,Grapefruit and products,vegetal,41446000,302555.8
9,Argentina,2615,Bananas,vegetal,41446000,4235781.2
9,Argentina,2616,Plantains,vegetal,41446000,0.0
9,Argentina,2617,Apples and products,vegetal,41446000,2269168.5
9,Argentina,2618,Pineapples and products,vegetal,41446000,151277.9
9,Argentina,2619,Dates,vegetal,41446000,0.0
9,Argentina,2620,Grapes and products (excl wine),vegetal,41446000,302555.8
9,Argentina,2625,"Fruits, Other",vegetal,41446000,2420446.4
9,Argentina,2630,Coffee and products,vegetal,41446000,2571724.3000000003
9,Argentina,2633,Cocoa Beans and products,vegetal,41446000,3025558.0
9,Argentina,2635,Tea (including mate),vegetal,41446000,21027628.099999998
9,Argentina,2640,Pepper,vegetal,41446000,151277.9
9,Argentina,2641,Pimento,vegetal,41446000,453833.7
9,Argentina,2642,Cloves,vegetal,41446000,0.0
9,Argentina,2645,"Spices, Other",vegetal,41446000,302555.8
9,Argentina,2655,Wine,vegetal,41446000,0.0
9,Argentina,2656,Beer,vegetal,41446000,5446004.399999999
9,Argentina,2657,"Beverages, Fermented",vegetal,41446000,0.0
9,Argentina,2731,Bovine Meat,animal,41446000,412534833.3
9,Argentina,2732,Mutton & Goat Meat,animal,41446000,8471562.4
9,Argentina,2733,Pigmeat,animal,41446000,48408928.0
9,Argentina,2734,Poultry Meat,animal,41446000,187282040.20000002
9,Argentina,2735,"Meat, Other",animal,41446000,7866450.8
9,Argentina,2736,"Offals, Edible",animal,41446000,42055256.199999996
9,Argentina,2737,"Fats, Animals, Raw",animal,41446000,0.0
9,Argentina,2740,"Butter, Ghee",animal,41446000,302555.8
9,Argentina,2743,Cream,animal,41446000,151277.9
9,Argentina,2744,Eggs,animal,41446000,46896149.0
9,Argentina,2745,Honey,vegetal,41446000,0.0
9,Argentina,2761,Freshwater Fish,animal,41446000,907667.4
9,Argentina,2762,Demersal Fish,animal,41446000,8925396.1
9,Argentina,2763,Pelagic Fish,animal,41446000,11648398.299999999
9,Argentina,2764,"Marine Fish, Other",animal,41446000,0.0
9,Argentina,2765,Crustaceans,animal,41446000,1210223.2
9,Argentina,2766,Cephalopods,animal,41446000,8925396.1
9,Argentina,2767,"Molluscs, Other",animal,41446000,907667.4
9,Argentina,2769,"Aquatic Animals, Others",animal,41446000,0.0
9,Argentina,2775,Aquatic Plants,animal,41446000,0.0
9,Argentina,2781,"Fish, Body Oil",animal,41446000,0.0
9,Argentina,2782,"Fish, Liver Oil",animal,41446000,0.0
9,Argentina,2805,Rice (Milled Equivalent),vegetal,41446000,27381299.9
