clust,pop_2013,pop_var,gdp_2013,edb_2019,food_kcal_cap_day,prot_g_cap_day,prot_ani_ratio,poultry_food_kg_cap_y,poultry_import_ratio
1,37.386526315789474,104.68938088531267,57008.86909326315,78.74368421052633,3434.684210526316,108.32368421052634,61.04248382793045,30.35458341881665,28.629460314402316
2,27.124955555555548,101.62980161316159,14038.194290733332,72.11133333333333,3086.3777777777777,90.71622222222223,52.19970794292661,26.0769369419724,30.85010928151386
3,4.040153846153846,110.86271402394041,25496.821449846153,65.65153846153846,2976.0,93.03692307692307,59.520197952439275,48.34388439002465,115.4446240148303
4,1318.8535000000002,104.89291527255854,4233.590879,70.435,2783.0,78.97999999999999,30.023828024886214,7.53721298554521,1.5969373803664206
5,26.70781176470589,110.60655491304604,3039.4244502352944,55.33376470588233,2577.3058823529414,68.16682352941176,30.774383556177515,11.059509587608364,33.009442910395535
